[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	6/26/2024 6:33:59 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DIT_03_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 11:57:51 PM	1	1	TN	2044	225.6	NPOC:2.844mg/L TN:226.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:03:16 AM	1	2	TN	2059	227.2	NPOC:2.844mg/L TN:226.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:08:44 AM	1	3	TN	2062	227.6	NPOC:2.844mg/L TN:226.8mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:23:27 AM	1	1	NPOC	2.153	0.3246	NPOC:0.3282mg/L TN:1.253mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:27:44 AM	1	2	NPOC	2.199	0.3362	NPOC:0.3282mg/L TN:1.253mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:33:12 AM	1	3	NPOC	1.997	0.2852	NPOC:0.3282mg/L TN:1.253mg/L	1	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:38:28 AM	1	4	NPOC	2.150	0.3238	NPOC:0.3282mg/L TN:1.253mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:23:27 AM	1	1	TN	15.16	1.673	NPOC:0.3282mg/L TN:1.253mg/L	1	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:27:44 AM	1	2	TN	9.935	1.096	NPOC:0.3282mg/L TN:1.253mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:33:12 AM	1	3	TN	13.69	1.511	NPOC:0.3282mg/L TN:1.253mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:38:28 AM	1	4	TN	10.43	1.151	NPOC:0.3282mg/L TN:1.253mg/L	0	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:50:12 AM	1	1	NPOC	1.760	0.2254	NPOC:0.2348mg/L TN:1.849mg/L	0	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:55:45 AM	1	2	NPOC	1.593	0.1833	NPOC:0.2348mg/L TN:1.849mg/L	0	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:01:05 AM	1	3	NPOC	2.480	0.4070	NPOC:0.2348mg/L TN:1.849mg/L	1	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:05:01 AM	1	4	NPOC	2.038	0.2956	NPOC:0.2348mg/L TN:1.849mg/L	0	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:50:12 AM	1	1	TN	16.92	1.867	NPOC:0.2348mg/L TN:1.849mg/L	0	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 12:55:45 AM	1	2	TN	17.29	1.908	NPOC:0.2348mg/L TN:1.849mg/L	0	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:01:05 AM	1	3	TN	16.06	1.772	NPOC:0.2348mg/L TN:1.849mg/L	0	50	
Unknown	NPOC/TN	CKSTD2_1ppmTN	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:05:01 AM	1	4	TN	11.60	1.280	NPOC:0.2348mg/L TN:1.849mg/L	1	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:16:45 AM	1	1	NPOC	3.118	0.5680	NPOC:0.4460mg/L TN:0.8987mg/L	1	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:20:18 AM	1	2	NPOC	2.602	0.4378	NPOC:0.4460mg/L TN:0.8987mg/L	0	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:25:40 AM	1	3	NPOC	2.550	0.4247	NPOC:0.4460mg/L TN:0.8987mg/L	0	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:28:59 AM	1	4	NPOC	2.751	0.4754	NPOC:0.4460mg/L TN:0.8987mg/L	0	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:16:45 AM	1	1	TN	8.696	0.9597	NPOC:0.4460mg/L TN:0.8987mg/L	0	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:20:18 AM	1	2	TN	4.564	0.5037	NPOC:0.4460mg/L TN:0.8987mg/L	1	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:25:40 AM	1	3	TN	9.692	1.070	NPOC:0.4460mg/L TN:0.8987mg/L	0	50	
Unknown	NPOC/TN	Blank5	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:28:59 AM	1	4	TN	6.041	0.6667	NPOC:0.4460mg/L TN:0.8987mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:40:43 AM	1	1	NPOC	7.476	1.667	NPOC:1.702mg/L TN:233.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:46:04 AM	1	2	NPOC	7.822	1.755	NPOC:1.702mg/L TN:233.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:51:25 AM	1	3	NPOC	8.378	1.895	NPOC:1.702mg/L TN:233.2mg/L	1	50	
Unknown	NPOC/TN	DIT_03_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 1:54:23 AM	1	4	NPOC	7.544	1.684	NPOC:1.702mg/L TN:233.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:40:43 AM	1	1	TN	2119	233.9	NPOC:1.702mg/L TN:233.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:46:04 AM	1	2	TN	2112	233.1	NPOC:1.702mg/L TN:233.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 1:51:25 AM	1	3	TN	2109	232.8	NPOC:1.702mg/L TN:233.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:06:07 AM	1	1	NPOC	7.984	1.795	NPOC:1.767mg/L TN:237.0mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:11:32 AM	1	2	NPOC	7.819	1.754	NPOC:1.767mg/L TN:237.0mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:16:58 AM	1	3	NPOC	7.813	1.752	NPOC:1.767mg/L TN:237.0mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:06:07 AM	1	1	TN	2155	237.8	NPOC:1.767mg/L TN:237.0mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:11:32 AM	1	2	TN	2142	236.4	NPOC:1.767mg/L TN:237.0mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:16:58 AM	1	3	TN	2145	236.7	NPOC:1.767mg/L TN:237.0mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:28:46 AM	1	1	NPOC	7.460	1.663	NPOC:1.685mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:34:10 AM	1	2	NPOC	7.915	1.778	NPOC:1.685mg/L TN:232.5mg/L	1	50	
Unknown	NPOC/TN	DIT_03_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:39:36 AM	1	3	NPOC	7.707	1.726	NPOC:1.685mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:42:30 AM	1	4	NPOC	7.473	1.666	NPOC:1.685mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:28:46 AM	1	1	TN	2091	230.8	NPOC:1.685mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:34:10 AM	1	2	TN	2115	233.4	NPOC:1.685mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:39:36 AM	1	3	TN	2115	233.4	NPOC:1.685mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:54:15 AM	1	1	NPOC	12.02	2.813	NPOC:2.839mg/L TN:225.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 2:59:39 AM	1	2	NPOC	12.21	2.861	NPOC:2.839mg/L TN:225.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 3:05:05 AM	1	3	NPOC	12.13	2.841	NPOC:2.839mg/L TN:225.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:54:15 AM	1	1	TN	2023	223.3	NPOC:2.839mg/L TN:225.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 2:59:39 AM	1	2	TN	2040	225.1	NPOC:2.839mg/L TN:225.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 3:05:05 AM	1	3	TN	2070	228.5	NPOC:2.839mg/L TN:225.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 3:16:53 AM	1	1	NPOC	12.70	2.985	NPOC:3.003mg/L TN:231.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 3:22:17 AM	1	2	NPOC	12.84	3.020	NPOC:3.003mg/L TN:231.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 3:27:40 AM	1	3	NPOC	12.77	3.003	NPOC:3.003mg/L TN:231.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 3:16:53 AM	1	1	TN	2059	227.2	NPOC:3.003mg/L TN:231.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 3:22:17 AM	1	2	TN	2116	233.5	NPOC:3.003mg/L TN:231.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 3:27:40 AM	1	3	TN	2118	233.8	NPOC:3.003mg/L TN:231.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 3:39:28 AM	1	1	NPOC	12.22	2.864	NPOC:2.882mg/L TN:230.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 3:44:54 AM	1	2	NPOC	12.27	2.876	NPOC:2.882mg/L TN:230.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 3:50:20 AM	1	3	NPOC	12.39	2.907	NPOC:2.882mg/L TN:230.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 3:39:28 AM	1	1	TN	2062	227.6	NPOC:2.882mg/L TN:230.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 3:44:54 AM	1	2	TN	2101	231.9	NPOC:2.882mg/L TN:230.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 3:50:20 AM	1	3	TN	2113	233.2	NPOC:2.882mg/L TN:230.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 4:02:08 AM	1	1	NPOC	13.63	3.220	NPOC:3.171mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 4:07:33 AM	1	2	NPOC	13.29	3.134	NPOC:3.171mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 4:13:02 AM	1	3	NPOC	13.39	3.159	NPOC:3.171mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 4:02:08 AM	1	1	TN	2099	231.7	NPOC:3.171mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 4:07:33 AM	1	2	TN	2108	232.7	NPOC:3.171mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/15/2024 4:13:02 AM	1	3	TN	2113	233.2	NPOC:3.171mg/L TN:232.5mg/L	0	50	
